PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
96.25,136.75,119.37,9.45,101.02,12.65,0.75,7.6,67.05,5.12,19.45,1.75,323
100.25,126.75,4.08,13.78,10.6,12.83,0.72,5.77,68.52,4.55,12.3,1.55,323
77.5,112,3.6,11.4,8.95,12.2,0.65,5.85,61.3,3.7,6.2,1.2,323
73,109.25,4.58,13.28,10.8,11.67,0.65,6.4,61.6,2.98,4.38,1.15,323
76,116,4.55,12.47,10.35,10.63,0.65,6.45,62.67,2.88,4.07,1.07,323
68,110,3.43,20.13,13.5,9.85,0.7,5.7,57.12,5.35,5.85,1.6,323
64,123.5,11.58,55.45,38.85,10.05,1.12,9.65,29.38,8.4,10.75,3.77,220
80.25,167.75,18.72,74.25,54.7,11.1,1.43,25.93,13.65,10.72,19.1,10.47,220
93,206,22.27,73.3,57.12,13.05,1.68,19.8,12,19.15,26.47,16.6,221
,,,,,,,,,,,,222
106,159,25.3,83.5,64.9,11.7,1.48,23.1,8,18.2,56.7,13.2,223
106,159,26.78,81.77,65.25,11.37,1.54,21.17,4.67,16.58,64.15,13.42,226
99,216,16.3,79.25,55.35,10.5,1.3,21,4.7,14.75,49.5,15.1,227
97.5,176.75,54.45,76.73,85.07,10.4,1.3,15.25,4.7,12.43,40.35,10.85,228
120.25,223.25,95.52,76.93,118.57,12.35,1.29,13.82,63.68,14.55,40.15,11.87,233
126.75,290.75,55.4,71.43,83.03,15.3,1.08,17.83,12.8,13.35,30.87,9.1,237
119.5,248,43.45,62.4,68.53,11.62,1.05,13.6,4.18,11.4,25.4,6.15,238
,,,,,,,,,,,,235
,,,,,,,,,,,,232
,,,,0,,0,,,0,0,0,222
158.25,377.75,36.07,75.48,69.47,12.8,1.44,22.88,18.77,19.62,34.85,17.68,225
125,276,10.73,64.68,43.12,13.3,0.77,43.3,27.28,11.55,21.98,9.47,229
87.5,175.5,9.22,63.92,41.5,19.78,2.05,57.38,48.4,7.15,12.88,4.08,227
90.75,189,4.32,26.07,17.37,15.95,1.29,7.9,77.8,10.08,10.98,3.35,227
82.5,170.75,4.57,10.57,9.33,11.55,0.62,12.65,74.98,5.5,7.18,1.38,225
70,115.5,3.62,13.95,10.37,11.58,0.62,10.57,73,2.88,6.78,0.97,220
72.5,114.5,4.07,12.23,9.83,10.97,0.6,10.45,74.13,2.57,4.15,0.83,219
74.25,116.75,3.52,13.88,10.23,11.8,0.66,9.78,70.65,2.48,2.48,0.7,219
79.5,119,2.2,14.6,9.55,11.03,0.68,8.62,67.3,3.62,3.5,0.8,220
71.5,132,4.18,24.12,16.2,11.3,0.78,9.77,59.4,4.13,4.55,1.68,221
82.75,147,4.95,44.22,27.55,13.05,1.18,8,46.2,6.55,8.67,2.82,224
99.5,154.5,8.05,58.7,37.8,12.97,1.29,8.22,34,10.58,18.32,7.12,227
98.25,171.75,25.57,91.52,69.47,13.73,1.49,20.97,10.85,11.35,19.4,8.75,228
99,210,26.1,90.15,69.15,14.85,1.53,22.6,4.2,18.4,24.85,13.55,228
106.5,228,19.12,80.32,58.28,14.22,1.48,16.28,6.4,24.18,21.78,10.38,228
111,243,11.5,82.6,53.3,12.3,1.21,11.7,8,19.6,19.9,8.8,229
98,178,12.3,76.22,50.52,11.23,0.91,8.13,11.9,11.4,15.4,5.9,229
94,159.5,4.95,65.6,38.9,11.65,0.7,12.9,10.95,7.85,20.05,2.8,228
95,156,6.3,71.1,42.95,13.58,0.65,14.93,67.72,9.92,44.18,1.5,224
81.5,158.5,3.15,59.85,34.35,14.75,0.61,12.62,17.25,10.45,56.43,1.05,217
84.5,162.5,7.12,58.75,37.03,11.83,0.68,14.22,11.4,9.75,50.7,1.03,211
,,,,,,,,,,,,211
,,,,,,,,,,,,211
,,,,0,,0,,,0,0,0,211
125.75,221.75,28.17,67.33,58.7,10.9,1.27,11.38,14.6,14.65,29.97,9.02,206
111,207.75,28.45,76,63.55,11.97,0.89,25.1,17.85,11.2,21.78,8.47,204
101,186,10.35,77.53,49.65,16.48,11.04,29.13,37.62,12.55,23,8.98,215
89.75,179.5,9.88,35.4,26.83,16.22,0.85,,64.6,11.38,20.78,7.15,215
89.75,151.75,116.83,13.15,100.95,9.3,0.7,12.17,54.2,7.12,14.82,3.05,215
79,123.25,3.6,15.25,11.05,14,0.62,6.28,57.75,12.92,5.9,0.85,215
69,108.5,4,14.77,11.08,14.45,0.64,5.25,58.32,23.05,7.32,0.15,215
71.5,106.5,3.52,11.57,9,17.52,0.61,5.3,58.28,24.75,8.7,0.7,215
72.5,113.25,4.3,17.12,12.63,17.85,0.66,5.6,66.38,24.05,7.23,1.75,215
75,123.25,4.63,29.38,19.4,18.92,0.82,7.1,59.52,24.6,9.02,0.75,215
87,136.25,7.85,57.15,36.78,18.05,1.25,6.95,37.03,23.2,2.72,1.67,208
,169,15.45,83.93,57.18,17.77,1.65,14.35,18.2,26.1,4.15,0.3,206
,223.5,14.83,74.55,51.73,15.62,1.42,16.53,10.75,25.62,8.58,0,205
,90,3.05,31,18.95,5.65,0.57,3.4,10.7,13,2.8,0,204
,155,5,46.55,28.82,11.88,1.09,7.3,30.98,28.15,4.95,0,201
,136.75,3.32,26.9,16.98,12.55,0.86,7.05,44.38,27.25,15.77,0,197
,133.75,4.25,33.62,21.35,14.1,0.73,7.18,35.67,25.8,8.45,0,135
,127,4.28,33.68,21.43,18.57,0.68,11.25,35.3,27,3.98,0,134
,143.75,3.32,30.63,19,9.45,0.59,10.4,37.03,17.45,13.6,0.2,134
,132.75,3.2,35.78,21.65,8.7,0.59,10.55,29.5,7.2,30.45,1.8,133
,129,4.3,37.65,23.5,7.8,0.63,9.05,29.5,6.3,27.35,1.8,132
,128.25,5.17,40.3,25.62,7.78,0.68,7.13,26.03,4.75,15.5,0.65,131
,66,8.02,46.9,31.47,9.98,0.91,11.03,13.38,7.22,23.08,0.85,129
,89.5,39.62,57.62,62.85,12.58,1.17,24.2,5.03,15.12,68.73,2.53,127
,268.75,51.7,60.52,74.2,10.4,1.49,35.55,6.95,18.95,66.47,9.15,129
,279.75,39.82,69.4,69.3,8.7,1.45,27.07,10.6,16.33,35.88,12.4,131
,243,16.25,77.17,54.23,10.4,1.09,51.98,41.47,11.85,22.48,7.75,132
107.75,215.75,4.1,30,19.28,19.57,1.03,21.73,74.1,13.83,14.9,4.75,133
116,215,4.3,21.03,14.65,21.6,0.82,9.05,67.2,23.45,1.9,0.2,135
89,153,4.98,18.18,13.72,14.45,0.73,6.47,68.88,0,0,0,136
62,128.75,3.35,14.68,10.53,13.1,0.64,4.47,64.47,0,0,0,136
67,120.5,2.7,14.7,10,12.35,0.62,3.6,68.83,0,0,0,137
82.75,126.25,3.75,16.43,11.75,15.95,0.71,3.82,75.15,0,0,0,137
83.25,129,4.53,25.95,17.5,19.45,0.79,4.68,59.25,0,0,0,137
79.75,142,6.27,61.58,37.88,17.65,1.28,12.1,36.8,0,0,0,137
90.25,221,15.4,84.82,57.65,19.05,1.85,27.05,10.65,0,0,0,139
102.25,278.5,11.8,74.5,49.22,15.9,1.5,16.63,14.17,0,0,0,140
85.75,158.5,6.85,53.97,34.32,10.82,1.06,8.45,30.97,0,0,0,142
70.25,119,3.73,41.4,25.05,11.03,0.85,8.85,42.9,0,0,0,141
72.25,122.75,3.85,54.73,32.25,11.1,0.76,7.97,31.48,0,0,0,141
82.5,134.25,8.83,61.82,40.05,14.95,0.86,10.58,16.17,0,0,0,141
95.25,157.5,15.65,71.75,50.88,18.17,0.8,13.83,11.32,0,0,0,142
73.25,137.25,3.72,42.45,25.57,16.4,0.61,13.1,34.68,0,0,0,183
73.25,125.25,3.75,49.2,29.2,16.42,0.64,15.42,26.7,0,0,0,181
89.25,162,7.12,56.38,35.78,15.35,0.77,16.58,12.35,0,0,0,182
93,184.5,13.15,54.3,39.6,12.15,0.91,10.55,7.95,0,0,0,183
97,168,29.05,65.65,58.55,11,1.08,27.47,8.83,0,0,0,185
108,177.25,87.22,84.6,115.93,12.18,1.72,51.35,8.3,0,0,0,189
147.25,275.25,95.95,118.82,141.2,14.95,2.55,43.32,7.9,0,0,0,198
193,405,23.42,138.22,92.6,19.68,2.04,47.78,26.22,0,0,0,213
129.5,266.75,4.57,27.62,18.47,16.23,0.93,14.58,80.48,0,0,0,218
93.75,166.5,3.73,19.62,13.47,16.15,0.84,10.7,84.98,0,0,0,216
89.25,163,2.8,18.85,12.3,14.7,0.79,11.7,93.9,0,0,0,212
86.25,155,4.2,16.82,12.37,10.67,0.72,12.05,102.4,0,0,0,212
84,149,3.85,13.85,10.53,11.2,0.67,10.28,93.05,0,0,0,215
66.75,128.25,3.6,13.28,10.03,10.75,0.67,10.08,94.12,0,0,0,215
72.5,134.75,3.9,15.45,11.38,13,0.76,15.42,101.2,0,0,0,214
95.5,156.25,2.98,22.65,14.47,18.7,0.87,17.08,92.6,0,0,0,215
106,169,3.4,27.6,17.4,16.53,0.81,12.05,69.83,0,0,0,219
79,134.25,9.4,73.25,46.6,15.47,1.4,11.45,33.15,0,0,0,217
93.25,169.25,22.97,98,70.83,15.03,1.6,18.73,10.7,0,0,0,216
107.75,219.25,18.3,91.8,63.7,11.08,1.58,12.12,9.65,0,0,0,219
106.25,189,7,76.67,46.5,11.62,1.3,9.75,23.8,0,0,0,224
110,173.25,4.48,63.85,36.58,12.22,1.03,11.8,36.63,0,0,0,229
106.75,193,4.57,61.35,36.35,13.43,0.99,12.47,31.4,0,0,0,233
127.5,212,3.47,60.98,35.25,19.33,1.04,15.47,24.9,0,0,0,237
138.25,231,6.6,67.43,41.22,16.75,1.06,15.7,8.62,0,0,0,246
139,225,16.6,74.4,53.05,17.15,1.12,23.8,9.5,0,0,0,255
126,239,93.12,77.18,116.78,16.27,1.21,37.1,13.45,0,0,0,260
137,267.5,77.1,67.8,98.73,9.03,1.41,15,6.37,0,0,0,267
154.25,341,130,72.25,144.12,9.58,1.71,11.37,2.58,0,0,0,275
162,353,106.1,85.2,131.57,10.42,1.99,13.88,5.12,0,0,0,282
165,362,53.97,102.45,98.38,11.32,1.98,14.97,3.95,0,0,0,285
138.75,287.75,7.67,78.22,47.85,19.45,1.25,66.62,57.93,0,0,0,277
120.75,224.75,5.1,42.98,27,19.82,1.32,33.35,95.7,0,0,0,276
105,193.5,4.25,19.05,13.55,15.45,0.8,12.05,30.05,0,0,0,277
79,115.5,3.1,19.92,13.13,13.3,0.66,8.15,68.9,0,0,0,276
82.75,118.5,3.82,16.5,11.88,10.02,0.69,7.88,78.28,0,0,0,275
80.5,118.75,3.43,14.6,10.55,9.02,0.62,4.38,72.92,0,0,0,275
67,107,3.25,12.95,9.53,9.9,0.61,3.23,71.05,0,0,0,275
67,110,4.75,16.43,12.6,10.55,0.7,3.9,68.47,0,0,0,274
69,108,3.42,20.88,13.9,16,0.71,3.85,68.17,0,0,0,271
77.5,117.75,4.38,31.4,20.27,14.9,0.85,6.17,59.4,0,0,0,267
77.75,120.75,5.6,51.7,32.05,14.45,1.13,6.9,46.62,0,0,0,266
86.5,123.75,6.27,57.72,35.78,14.57,1.26,5.97,43.55,0,0,0,265
95.5,126,6.6,53.57,33.87,8.85,1.3,5.92,42.95,0,0,0,264
91,132.5,5.98,58.87,36.15,9.72,1.07,6.8,32.98,0,0,0,262
98.5,167.75,10.4,87.43,54.95,10.98,1.11,13.37,9.63,0,0,0,260
118.5,215.5,4.12,73.63,42.5,11.65,0.95,10.38,15.83,0,0,0,262
109,211.75,5.37,73.6,43.55,16.55,0.89,7.62,11.98,0,0,0,259
102.5,186.25,5.05,65.17,38.75,15.92,0.75,8.72,21.73,0,0,0,254
101.5,157.25,5.3,61.5,37.02,15.03,0.76,9.37,17.05,0,0,0,249
108.5,173.25,5.07,63.05,37.68,14.62,0.81,12.08,13.18,0,0,0,246
125.5,223,12.12,68.52,46.35,11.52,0.96,14.2,8.85,0,0,0,245
126.25,222,41.85,77.3,75.15,9.5,1.19,10.93,4.2,0,0,0,241
124,183,69.15,70.48,93.7,11.13,1.57,14.03,4.5,0,0,0,236
141.5,266.75,19.27,75.62,55.9,11.45,1.32,14.1,17.02,0,0,0,232
105.5,200.5,10.77,85.6,54.3,17.32,1.31,54.5,32.03,0,0,0,228
105.5,203.25,2.35,24.35,14.88,15.47,0.78,13.73,70.63,0,0,0,226
65.5,127.75,3.72,15.1,11.08,15.25,0.69,9.07,70.02,0,0,0,220
68.5,129,4.02,17.2,12.4,14.05,0.66,7.03,70.15,0,0,0,219
69,111.5,3.93,16.12,11.75,9.62,0.64,5.7,62.25,0,0,0,217
56,96.5,3.4,18.43,12.6,8.67,0.61,4.4,60.07,0,0,0,213
55.25,102.5,4,14.23,10.83,9.2,0.63,4.1,58.15,0,0,0,212
63.75,105.25,4.52,14.73,11.53,9.92,0.64,4.35,54.55,0,0,0,211
68.25,102.75,4.07,20.9,14.45,15.6,0.74,4.38,52.68,0,0,0,211
66.25,109.75,4.25,23.88,16.12,14.88,0.79,4.27,53.35,0,0,0,210
67.5,107,7.45,43.18,29,13.9,1.05,5.38,37.92,0,0,0,208
69.5,114,10,59.45,39.75,13.78,1.35,5.88,22.57,0,0,0,206
73.25,135.25,16.75,69.38,50.52,9.45,1.41,12.28,11.6,0,0,0,203
74,153,10.6,64.3,42.85,10.78,1.11,12.8,11,0,0,0,200
84.75,168,8.97,65.35,42.07,9.85,0.92,8.08,11.37,0,0,0,199
89,141.75,19.08,71.45,53.5,10.15,0.88,7.83,6.22,0,0,0,194
84,138.5,15.17,67.8,48.4,16,0.84,7.38,6.58,0,0,0,191
82,134.25,10.32,63.95,42.42,14.62,0.71,9.05,10.22,0,0,0,188
82,140,7.35,60.45,38.15,14.23,0.72,9.08,10.83,0,0,0,185
84.25,144.25,12.5,62.52,43.45,14.35,0.78,9.4,8.35,0,0,0,182
91.75,142.25,33.92,61.83,60.45,10,0.91,8.12,6.83,0,0,0,177
101,180.75,86.1,58.63,101.18,10.7,1.3,10.13,5.62,0,0,0,174
123,261.75,72.75,59.45,90.77,11.7,1.44,15.77,3.62,0,0,0,174
121.75,247,29.03,73.35,62.65,11.48,1.38,22.27,12.52,0,0,0,171
98.5,221.75,4.43,39.65,24.7,15.48,0.9,19.95,49.45,0,0,0,170
67,133.5,4.32,20.53,14.48,14.45,0.69,10.67,71.58,0,0,0,165
41,130.5,4.15,20.7,14.42,14.52,0.72,12.15,83.9,0,0,0,161
79.75,132,3.23,14.77,10.5,13.95,0.64,9.1,76.05,0,0,0,163
68,106.75,3.3,13.87,10.05,9.58,0.59,5.57,64.07,0,0,0,163
50.75,85.75,3.87,11.58,9.35,7.32,0.56,3.4,59.75,0,0,0,162
45,96,2.95,12.68,9.12,8.62,0.61,2.78,59.62,0,0,0,161
48,109.25,4.12,12.35,9.95,8.3,0.58,2.08,60.3,0,0,0,158
50.25,80.75,3.45,16.12,11.4,13.4,0.68,1.95,61.1,0,0,0,156
55,90.25,3.13,21.93,14.18,13.73,0.73,4.68,58.72,0,0,0,154
48.75,85,3.68,23.35,15.45,13.28,0.75,5.88,56.93,0,0,0,152
50.75,86,2.93,23.9,15.1,13.2,0.76,4.65,57,0,0,0,149
54.75,86,4.18,21.65,14.9,9.53,0.74,4.47,56.65,0,0,0,147
42.75,76.5,3.9,17.62,12.55,8.95,0.64,4.27,61.23,0,0,0,142
49,79.25,4.5,24.1,16.5,8.95,0.74,4.1,49.7,0,0,0,137
60.75,91.75,3.45,29.8,18.65,8.4,0.71,2.7,43.9,0,0,0,133
56,89.75,2.75,29.7,18.02,14.87,0.67,1.6,42.62,0,0,0,129
48,85.25,3.85,21.75,14.73,13.88,0.57,2.05,50.38,0,0,0,125
58.75,84,3.42,18.4,12.57,13.7,0.54,2.53,51.8,0,0,0,121
57.75,98.5,9.65,32.57,25.15,12.53,0.65,2.77,37.22,0,0,0,118
73.75,163.5,48.38,57.95,70.17,9.35,0.99,4.15,5.02,0,0,0,115
95.5,237.75,54.72,65.28,79.23,8.6,1.15,7.38,6.18,0,0,0,116
85.5,167.75,10.57,49.17,34.75,8.67,0.88,5.17,29.8,0,0,0,113
66.25,106.25,4.73,29.42,19.52,8.53,0.78,4.62,47.33,0,0,0,109
55,84,4.15,22.6,15.4,12.38,0.66,3.98,56.2,0,0,0,105
39,74.5,1.97,14.95,9.58,12.88,0.54,2.7,62.55,0,0,0,104
32.5,69.75,4.27,14.5,11.22,11.62,0.52,2.7,62.02,0,0,0,102
34.25,64,4.05,12.97,10.2,11.83,0.5,3.25,63.4,0,0,0,100
33.75,59,3.27,12.88,9.5,8.83,0.53,3.53,54.5,0,0,0,98
29.25,63.25,4.03,11.1,9.17,7.57,0.56,2.52,59.25,0,0,0,97
29,67.75,3.2,9.95,7.9,8.3,0.55,2.57,58.8,0,0,0,96
36.5,69.75,3.4,10.58,8.38,8.35,0.56,3.3,59.62,0,0,0,94
41.5,76,4.23,11.25,9.45,11.93,0.62,3,57.3,0,0,0,94
43.25,83.75,3.05,20.38,13.32,12.13,0.7,2.9,49.68,0,0,0,94
48,83.25,4.25,22.48,15.38,11.38,0.72,3.65,49.95,0,0,0,94
47.5,74.75,4.02,23.08,15.55,11.1,0.73,3.5,49.75,0,0,0,93
38.5,72.75,3.38,25.15,16.08,8.7,0.77,3.57,46.97,0,0,0,93
43.25,70.75,3.7,27.45,17.63,7.45,0.79,3.65,42.02,0,0,0,92
44,76,1.85,20,12.15,7.55,0.65,3.55,46.35,0,0,0,92
46,76,4.3,17.7,12.95,8.62,0.63,3.45,45.75,0,0,0,92
42.25,135.75,51.6,62.95,75.42,12,1.24,7.2,16.77,0,0,0,94
71.25,250,55.3,60.93,77.32,13.15,1.1,10.73,28.02,0,0,0,100
78,212.5,57.17,60.57,78.73,11.7,1.08,13.7,49.5,0,0,0,104
82.75,175,17.63,46.05,38.85,12.23,0.83,6.48,69.95,0,0,0,106
70.5,110.25,16.22,40.65,34.77,8.83,0.82,5.52,132.45,0,0,0,148
76.5,145.25,58.52,59.9,79.42,7.08,1.23,5.05,39.25,0,0,0,148
90,185,64.1,63.3,85.8,7.75,1.44,6.15,18.7,0,0,0,148
85.75,241.75,35.43,51.08,55.97,11.2,1.24,8.85,,0,0,0,148
57,106.75,5.6,27.83,19.38,10.45,0.6,7.12,59.05,0,0,0,148
45,91,3.15,14.75,10.43,10.4,0.48,3.6,42.5,0,0,0,148
19,66,5.67,14.62,12.35,15,0.56,2.95,16.9,0,0,0,148
12.5,70.75,5.02,15.65,12.4,13.45,0.48,4.22,43.57,0,0,0,148
24.5,73.5,4.27,13.88,10.83,12.45,0.42,4.95,43,0,0,0,108
23.25,64.25,3,11.8,8.73,11.08,0.37,5.3,41.85,0,0,0,108
25.25,60.25,3.77,10.62,8.7,6.88,0.33,5.1,39.17,0,0,0,108
29.5,65.5,6.58,10.98,11.18,5.85,0.41,4.8,40.9,1.1,3.55,0.95,107
31.75,68.5,3.15,13.78,9.87,5.3,0.49,4.25,42.03,1.78,5.58,1.25,107
33.5,66.25,4.12,21.52,14.78,5.03,0.71,2.65,36,2.47,8.78,1.27,107
32.75,73,4.05,23.73,15.93,4.98,0.74,1.6,34.62,3.5,9.05,1.55,106
37.5,71,4.5,19.45,14.02,4.98,0.67,1.78,38.12,3.72,6.85,1.47,106
42,62,3.3,14.53,10.4,5.85,0.63,2.05,39.7,2.5,4.23,1.08,106
35.25,56.5,3.45,16.25,11.42,5.4,0.61,1.9,38.65,2.22,5.25,1.05,106
39.75,66,3.35,19.38,13.02,6.43,0.65,2.43,34.92,1.95,4.48,0.9,105
38.5,78,18.6,42,37.48,5.2,0.87,2.5,16.32,2.38,4.28,0.95,105
54.5,111.75,14.33,33.52,29.47,5.7,0.78,2.5,18.92,5.48,10.3,2.48,105
64.5,163,69.73,46.67,81.52,6.82,1.17,4.15,115.2,6.08,11.45,3.15,122
78.75,250.25,59.33,49.27,74.45,7.4,1.07,4.65,11.2,9.85,19.25,5.33,122
85,254.5,54.65,40.83,66.13,6.45,1.08,6.53,3.58,9.38,17.8,3.48,122
81.25,241.75,60.32,41.93,71.35,5.65,1.25,10.1,3.92,9.58,19.35,5.2,122
81.5,204,62.2,51.32,77.85,5.85,1.16,8.95,5.52,9.27,18.3,5.57,122
74.75,177.25,98.15,61.25,112.4,6.65,1.74,7.75,4.25,7.62,14.9,4.1,122
102.5,254,27.82,50.7,49.57,7.17,1.24,6.4,16.45,11.15,23.43,7.48,122
64.5,120.75,6.27,20.7,16.1,6.97,0.73,4.73,35.95,4.2,9.33,2.62,122
41.5,87.5,3.22,15.78,11,9.33,10.35,3.83,42.62,2.62,6.23,1.28,205
30.75,80.5,8.47,12.1,13.33,11.92,0.62,,41.43,2.15,8.18,1.05,205
32,80.75,3.27,16.45,11.4,5.17,0.61,3.43,42.97,2.07,8.77,1,205
38,76.5,4.45,14.55,9.97,6.25,0.63,2.75,45.78,1.87,6.08,0.9,205
36.75,70.75,4.9,10.25,9.42,5.5,0.54,3.25,48.83,1.55,3.45,0.77,205
32,60.5,4.78,11.7,10.1,7.42,0.54,2.9,45.62,1.38,3.48,0.65,205
32,69,3.12,14.2,10.12,7.68,0.59,2.95,46.92,1.6,4.07,0.72,205
42,76,4.52,20.03,14.32,7.3,0.69,3.38,45.07,1.7,3.95,0.72,205
44.25,84.75,4.05,23.75,15.95,6.92,0.8,4.72,43.3,2.45,6.45,1.03,113
42.25,75.25,4.18,31.42,20.1,6.1,0.91,5.22,37.33,3.3,7.3,1.42,113
47.25,78.75,3.2,43.68,25.82,5.9,1.03,5.85,28.2,3.85,7.7,1.78,113
59.25,85.75,2.95,39.1,23.17,7.2,1.01,5.38,30.9,4.93,9.55,2.3,114
59.75,85.25,6.37,51.77,32.72,7.57,1.14,5.45,22.75,5.1,9.95,2.52,115
67,96.75,8.35,37.4,26.7,7.67,0.88,5.53,31.12,4.43,8.45,2.13,116
71.25,142.5,67.6,64.28,89.13,7.8,1.5,5.98,3.1,12.52,17.6,4.05,117
88.5,255.5,49,62.07,72.88,7.75,1.25,6.18,9.4,14.67,22.55,6.78,121
72.25,212,22.28,42.42,40.67,8.78,0.9,3.75,82.05,8,13,3.4,123
69.5,190.75,94.38,54.95,105.98,13.72,1.3,9.82,9.77,10.45,16.35,3.45,121
85.75,267,59.55,56.2,78.35,8.8,1.2,14.32,3.23,13.15,20.8,5.7,121
88.75,218.5,85.53,50.65,96.5,7.67,1.33,11.62,3.42,10.43,16.97,4.25,121
101.5,265.75,108.95,51.6,116,7.3,1.43,11.5,5.12,10.15,16.8,3.88,123
102,269.5,96.42,65.82,113.42,8.98,1.62,15.17,4.67,9.02,15.75,3.88,125
111.5,339.25,52.3,127.78,110.5,12,2.19,41.48,17.15,13.05,22.68,6.9,127
147.75,313.75,5.75,65.15,39.33,9.57,1.21,13.25,56.87,12.87,24.78,8.62,133
60.25,133.75,2.87,27,16.7,11.3,10.93,2.7,66.95,4.27,8.43,2.25,213
51.75,119.5,8.28,14.2,14.35,13.72,0.63,,70.37,3.3,5.43,1.32,213
50.5,97.25,4.4,18.48,13.4,7.17,0.54,6.03,73.2,2.2,10.25,1,213
49.5,94.25,3.25,17.78,12.15,7.8,0.5,5.4,74.45,2.02,5.47,0.95,213
51.75,85.25,2.88,15.88,10.77,8.9,0.44,5.12,74.85,1.85,4.62,0.95,213
54.25,94,3,14.15,9.95,10.33,0.42,5.47,73.45,1.53,4.95,0.8,213
54.75,103.25,2.67,18.92,12.2,9.95,0.49,5.3,68.32,1.6,6.2,0.75,213
55,117.5,3.3,27.53,17.3,10.15,0.62,5.3,63.58,2.23,7.5,0.92,213
58.5,125,4.1,34.25,21.58,10,0.74,6.5,61.42,3.02,7.9,1.32,141
60,107,4.32,40.08,24.8,8.72,0.76,7.47,60.25,3.4,7.85,1.58,142
59.5,133.75,51.75,102.45,96.6,8.08,1.77,9.93,15.45,6.25,13.28,4.15,143
79.75,256,106.72,111.62,146.15,9.17,2.5,15.08,3.77,11.65,24.45,9.75,148
104,321.75,125.6,106.08,158.52,10.7,2.54,17.95,4.3,13.6,29.95,12.55,154
114.5,320.75,91.57,97.58,126.37,11.9,2.13,23.95,5.38,13.23,30.2,12.05,161
111.5,310.5,120.52,93.25,147.6,9.53,2.25,18.18,5.22,13.4,28.97,10.98,165
113,328,89.63,81.55,116.23,11.78,1.53,46.95,4.3,13.4,27.6,10.57,167
139,336,36.2,87.48,75.97,12.75,1.27,97.75,4.38,12.75,22.47,6.6,174
121.25,287.25,107.67,77.17,128.63,13.22,1.55,20.62,12.57,14.32,22.62,7.78,181
110.5,340.5,109.68,82.55,133.08,10.05,1.5,16.78,4.73,10.83,17.65,5.07,185
108.25,270.25,84.52,67.83,104.82,11.57,1.48,16.42,4.05,10.3,15.1,3.72,188
129.5,292.75,102.55,68.5,119.83,13.4,1.66,47.13,4.55,11.08,17.53,4.55,191
174,382,79.75,103.93,120.12,16.57,1.99,87.27,7.22,16.3,25.6,8.65,201
224.5,230,28.1,195.6,126.95,15.65,2.46,109.45,23.35,16.95,29.15,9.45,217
200,,11.58,145.62,86.85,14.12,1.63,71.77,54.48,15.12,28.28,9.53,224
141.75,107,3.55,69.57,39.9,15.75,11.24,43.95,82.83,9.75,17.78,5.2,236
98.25,194.25,10.4,20.12,19.12,16.98,0.89,,77.85,5.45,9.33,1.95,242
64.75,133.5,112.92,12.97,97.73,16.08,0.73,15.23,101.92,3.55,5.55,1.2,244
54.75,125.25,4.3,15.4,11.7,25.88,0.7,17.4,118.6,2.77,5.2,0.95,245
61,110.75,4.3,13.62,10.75,26.15,0.57,16.1,109.23,2.25,3.8,0.78,246
55.5,99.5,3.6,11.15,8.88,16.22,0.53,11.58,106.07,1.8,2.88,0.55,246
56.75,95.5,2.95,17.97,11.92,12.4,0.58,7.62,71.17,2.25,4.05,0.48,247
58,100,2.73,22.85,14.4,11.15,0.81,7.67,72.8,2.92,6.05,0.63,247
60.75,108.5,6.85,45.25,29.65,12.5,1.08,6.85,39.85,5.02,8.07,1.42,247
60,114,12.9,65.75,45.5,12.17,1.33,9.35,21.97,6.05,11.7,3.3,247
83.75,149.75,17.48,77.52,55.42,12.62,1.46,22.9,9.23,9.15,12.9,3.68,251
73.5,177,16.8,76.52,54.38,11.6,1.28,12.08,9.98,7.77,11.35,3,250
71,123,8.62,71.65,45.1,11.15,1.07,7.13,9.02,5.07,9.75,2.45,245
69.25,115.75,3.98,56.07,33.05,11.52,0.87,9.3,19.07,4.15,13.02,1.72,239
71.75,117.75,3.73,47.85,28.45,11.92,0.74,8.77,23.35,4.78,24.58,0.95,233
67.25,110.5,3.32,47.8,28.1,10.85,0.71,7.25,24.97,3.9,20.58,0.65,227
64.75,120.75,4.6,50,30.3,12,0.75,5.02,75.62,3.3,17.1,0.58,217
64,145.25,9.85,60.22,40,12.3,0.92,6.45,11.4,4.7,20.7,0.8,209
,208,44.63,57.88,67.08,9.18,1.22,11.13,2.65,10.38,37.18,3.02,206
,247.25,60.4,53.32,77.45,8.7,1.17,16.7,3.6,10.02,31.08,3.12,204
,245.75,98.68,54.9,109.42,9.88,1.35,14.9,3.45,9.95,22.98,3.2,198
,290,118.02,62.55,129.25,11.15,1.89,17.3,4.7,11.25,23.35,4.33,184
,340,57.65,91.87,95.75,11.95,1.68,26.7,10.85,11.23,22.78,5.6,159
,260.5,8.85,98.23,59.43,13.4,1.12,59.18,43.95,10.4,19.32,4.7,140
46.5,233,8.6,78.52,48.77,15.17,11.22,53.83,41.18,7.85,13.85,3.22,217
89.75,252.5,9.32,36.28,26.83,13.45,0.97,,56.8,4.05,7.12,1.4,217
82,182,116.35,16.78,102.5,13.15,0.84,24.53,84.58,3.43,5.88,0.92,217
